ID,Label
501,1
502,0
503,0
504,1
505,1
506,0
507,1
508,1
509,0
510,1
511,1
512,0
513,0
514,0
515,0
516,0
517,0
518,1
519,0
520,0
521,0
522,0
523,0
524,1
525,0
526,0
527,1
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,1
536,1
537,1
538,1
539,0
540,1
541,0
542,1
543,1
544,0
545,1
546,0
547,0
548,1
549,0
550,0
551,1
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,1
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,1
584,0
585,0
586,0
587,0
588,0
589,0
590,1
591,0
592,0
593,1
594,1
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,1
607,0
608,0
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,1
618,1
619,0
620,0
621,0
622,0
623,0
624,1
625,0
626,1
627,1
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,1
643,1
644,1
645,0
646,1
647,1
648,0
649,0
650,1
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,1
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,1
673,0
674,1
675,0
676,0
677,1
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,1
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,1
719,1
720,1
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,1
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,1
739,0
740,0
741,1
742,0
743,1
744,1
745,0
746,0
747,1
748,0
749,0
750,0
751,0
752,1
753,1
754,0
755,0
756,0
757,0
758,0
759,0
760,1
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,1
769,0
770,0
771,0
772,0
773,0
774,0
775,1
776,0
777,0
778,0
779,0
780,1
781,0
782,0
783,0
784,0
785,0
786,0
787,1
788,1
789,0
790,0
791,0
792,0
793,0
794,1
795,1
796,1
797,0
798,0
799,0
800,1
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,1
